time_minutes,time_seconds,datetime,xrs_a_flux,xrs_b_flux
95,5700,2025-06-07T14:42:35.931145,0.044681589962386414,0.0
96,5760,2025-06-07T14:43:35.931145,0.09131847757137819,0.0
97,5820,2025-06-07T14:44:35.931145,0.06566048647686232,0.0
98,5880,2025-06-07T14:45:35.931145,0.04883332013377234,0.0
99,5940,2025-06-07T14:46:35.931145,0.02157451873880198,0.0
100,6000,2025-06-07T14:47:35.931145,0.04181737747422758,0.0
101,6060,2025-06-07T14:48:35.931145,0.039370859202218576,0.0
102,6120,2025-06-07T14:49:35.931145,0.12862005207650798,0.0
103,6180,2025-06-07T14:50:35.931145,0.0694374443254653,0.0
104,6240,2025-06-07T14:51:35.931145,0.10244016107609,0.0
105,6300,2025-06-07T14:52:35.931145,0.08920594316897645,0.0
106,6360,2025-06-07T14:53:35.931145,0.1892302349012815,0.0
107,6420,2025-06-07T14:54:35.931145,0.05711082431230781,0.0
108,6480,2025-06-07T14:55:35.931145,0.16681784283159534,0.0
109,6540,2025-06-07T14:56:35.931145,0.12292817516915219,0.0
110,6600,2025-06-07T14:57:35.931145,0.08710847074891812,0.0
111,6660,2025-06-07T14:58:35.931145,0.07658827507995883,0.0
112,6720,2025-06-07T14:59:35.931145,0.18345151770688645,0.0
113,6780,2025-06-07T15:00:35.931145,0.18976963387283916,0.0
114,6840,2025-06-07T15:01:35.931145,0.21714162720117916,0.0
115,6900,2025-06-07T15:02:35.931145,0.18871971937348506,0.0
116,6960,2025-06-07T15:03:35.931145,0.1942406375497046,0.0
117,7020,2025-06-07T15:04:35.931145,0.2713309878603036,0.0
118,7080,2025-06-07T15:05:35.931145,0.2120811701890289,0.0
119,7140,2025-06-07T15:06:35.931145,0.3419553462159231,0.0
120,7200,2025-06-07T15:07:35.931145,0.38562513500378115,0.0
121,7260,2025-06-07T15:08:35.931145,0.32918758526761127,0.0
122,7320,2025-06-07T15:09:35.931145,0.43699784834818733,0.0
123,7380,2025-06-07T15:10:35.931145,0.410170433224271,0.0
124,7440,2025-06-07T15:11:35.931145,0.5104575931675011,0.0
125,7500,2025-06-07T15:12:35.931145,0.3915566764037471,0.0
126,7560,2025-06-07T15:13:35.931145,0.48810330950887526,0.0
127,7620,2025-06-07T15:14:35.931145,0.4400945805623464,0.0
128,7680,2025-06-07T15:15:35.931145,0.31751183534437527,0.0
129,7740,2025-06-07T15:16:35.932140,0.43617800689613584,0.0
130,7800,2025-06-07T15:17:35.932140,0.38480538220249594,0.0
131,7860,2025-06-07T15:18:35.932140,0.5011103521922857,0.0
132,7920,2025-06-07T15:19:35.932140,0.3932630415524087,0.0
133,7980,2025-06-07T15:20:35.932140,0.44143099370447547,0.0
134,8040,2025-06-07T15:21:35.932140,0.5210696106469064,0.0
135,8100,2025-06-07T15:22:35.932140,0.3997839882599568,0.0
136,8160,2025-06-07T15:23:35.932140,0.4252420629961549,0.0
137,8220,2025-06-07T15:24:35.932140,0.437858248757752,0.0
138,8280,2025-06-07T15:25:35.932140,0.39625869782436673,0.0
139,8340,2025-06-07T15:26:35.932140,0.4181147274744288,0.0
140,8400,2025-06-07T15:27:35.932140,0.30363005729064985,0.0
141,8460,2025-06-07T15:28:35.932140,0.5016178865218691,0.0
142,8520,2025-06-07T15:29:35.932140,0.48022394689802816,0.0
143,8580,2025-06-07T15:30:35.932140,0.3827623569227844,0.0
144,8640,2025-06-07T15:31:35.932140,0.43740256687234585,0.0
145,8700,2025-06-07T15:32:35.932140,0.45953914544097285,0.0
146,8760,2025-06-07T15:33:35.932140,0.42015198833232553,0.0
147,8820,2025-06-07T15:34:35.932140,0.4010850747336183,0.0
148,8880,2025-06-07T15:35:35.932140,0.40697554963565535,0.0
149,8940,2025-06-07T15:36:35.932140,0.4693257038727937,0.0
150,9000,2025-06-07T15:37:35.932140,0.4375982825951895,0.0
151,9060,2025-06-07T15:38:35.932140,0.45674700011744795,0.0
152,9120,2025-06-07T15:39:35.932140,0.3697477203427789,0.0
153,9180,2025-06-07T15:40:35.932140,0.5500652650354809,0.0
154,9240,2025-06-07T15:41:35.932140,0.4480912656477571,0.0
155,9300,2025-06-07T15:42:35.932140,0.5263415737898873,0.0
156,9360,2025-06-07T15:43:35.932140,0.5649500720033828,0.0
157,9420,2025-06-07T15:44:35.932140,0.5388990406162064,0.0
158,9480,2025-06-07T15:45:35.932140,0.5726716322687995,0.0
159,9540,2025-06-07T15:46:35.932140,0.5648849901568542,0.0
160,9600,2025-06-07T15:47:35.932140,0.5918393358634143,0.0
161,9660,2025-06-07T15:48:35.932140,0.5630605000291874,0.0
162,9720,2025-06-07T15:49:35.932140,0.67294039393508,0.0
163,9780,2025-06-07T15:50:35.932140,0.5928446694408023,0.0
164,9840,2025-06-07T15:51:35.932140,0.49257299798592435,0.0
165,9900,2025-06-07T15:52:35.932140,0.5528043940591935,0.0
166,9960,2025-06-07T15:53:35.932140,0.4708021013109656,0.0
167,10020,2025-06-07T15:54:35.932140,0.4774595203559458,0.0
168,10080,2025-06-07T15:55:35.932140,0.5028484799140476,0.0
169,10140,2025-06-07T15:56:35.932140,0.5057131890472525,0.0
170,10200,2025-06-07T15:57:35.932140,0.4507835798657595,0.0
171,10260,2025-06-07T15:58:35.932140,0.4915289585948541,0.0
172,10320,2025-06-07T15:59:35.932140,0.5462378322297777,0.0
173,10380,2025-06-07T16:00:35.932140,0.386899421854403,0.0
174,10440,2025-06-07T16:01:35.932140,0.5220846816320213,0.0
175,10500,2025-06-07T16:02:35.932140,0.5124376653028216,0.0
176,10560,2025-06-07T16:03:35.932140,0.48817132379545813,0.0
177,10620,2025-06-07T16:04:35.932140,0.3271061236879945,0.0
178,10680,2025-06-07T16:05:35.932140,0.49157972238455216,0.0
179,10740,2025-06-07T16:06:35.932140,0.45299482506248745,0.0
180,10800,2025-06-07T16:07:35.932140,0.4772851497295942,0.0
181,10860,2025-06-07T16:08:35.932140,0.4147824760186712,0.0
182,10920,2025-06-07T16:09:35.932140,0.3903411985622211,0.0
183,10980,2025-06-07T16:10:35.932140,0.3413391475736045,0.0
184,11040,2025-06-07T16:11:35.932140,0.26747533097039083,0.0
185,11100,2025-06-07T16:12:35.932140,0.36842465429916027,0.0
186,11160,2025-06-07T16:13:35.932140,0.34594673424133154,0.0
187,11220,2025-06-07T16:14:35.932140,0.3590714191116552,0.0
188,11280,2025-06-07T16:15:35.932140,0.3653103629904564,0.0
189,11340,2025-06-07T16:16:35.932140,0.38171457158106903,0.0
190,11400,2025-06-07T16:17:35.932140,0.39849273948159497,0.0
191,11460,2025-06-07T16:18:35.932140,0.361157924769442,0.0
192,11520,2025-06-07T16:19:35.932140,0.3458790877077029,0.0
193,11580,2025-06-07T16:20:35.932140,0.3586715660114887,0.0
194,11640,2025-06-07T16:21:35.932140,0.33350460857871894,0.0
195,11700,2025-06-07T16:22:35.932140,0.404632801732757,0.0
196,11760,2025-06-07T16:23:35.932140,0.31860947669274126,0.0
197,11820,2025-06-07T16:24:35.932140,0.34693824508657195,0.0
198,11880,2025-06-07T16:25:35.932140,0.2692647666891918,0.0
199,11940,2025-06-07T16:26:35.932140,0.19299985550256943,0.0
200,12000,2025-06-07T16:27:35.932140,0.2834652472066705,0.0
201,12060,2025-06-07T16:28:35.932140,0.24779811302345223,0.0
202,12120,2025-06-07T16:29:35.932140,0.26383801398166074,0.0
203,12180,2025-06-07T16:30:35.932140,0.27901352280969194,0.0
204,12240,2025-06-07T16:31:35.932140,0.26512037956426393,0.0
205,12300,2025-06-07T16:32:35.932140,0.3292129159599927,0.0
206,12360,2025-06-07T16:33:35.932140,0.1630367310691972,0.0
207,12420,2025-06-07T16:34:35.932140,0.17536021454632827,0.0
208,12480,2025-06-07T16:35:35.932140,0.22456686344738153,0.0
209,12540,2025-06-07T16:36:35.932140,0.24652559608290545,0.0
210,12600,2025-06-07T16:37:35.932140,0.2689253736715369,0.0
211,12660,2025-06-07T16:38:35.932140,0.290924271732037,0.0
212,12720,2025-06-07T16:39:35.932140,0.2879173915894643,0.0
213,12780,2025-06-07T16:40:35.932140,0.26083410501961857,0.0
214,12840,2025-06-07T16:41:35.932140,0.28780896487248,0.0
215,12900,2025-06-07T16:42:35.932140,0.24718155533999833,0.0
216,12960,2025-06-07T16:43:35.932140,0.2137580839003108,0.0
217,13020,2025-06-07T16:44:35.932140,0.2380427308665066,0.0
218,13080,2025-06-07T16:45:35.932140,0.2381334862899825,0.0
219,13140,2025-06-07T16:46:35.932140,0.3276491517500284,0.0
220,13200,2025-06-07T16:47:35.932140,0.18901598597531477,0.0
221,13260,2025-06-07T16:48:35.932140,0.17938197960976424,0.0
222,13320,2025-06-07T16:49:35.932140,0.23639970501312965,0.0
223,13380,2025-06-07T16:50:35.932140,0.15939467866526646,0.0
224,13440,2025-06-07T16:51:35.932140,0.2573775609586448,0.0
225,13500,2025-06-07T16:52:35.932140,0.1836068105918073,0.0
226,13560,2025-06-07T16:53:35.932140,0.116741423970485,0.0
227,13620,2025-06-07T16:54:35.932140,0.225502918299629,0.0
228,13680,2025-06-07T16:55:35.932140,0.16422768730544632,0.0
229,13740,2025-06-07T16:56:35.932140,0.21664431223048877,0.0
230,13800,2025-06-07T16:57:35.932140,0.15525774365711026,0.0
231,13860,2025-06-07T16:58:35.932140,0.25100095631601904,0.0
232,13920,2025-06-07T16:59:35.932140,0.1569828744187833,0.0
233,13980,2025-06-07T17:00:35.932140,0.18741322481067998,0.0
234,14040,2025-06-07T17:01:35.933142,0.18165767769670224,0.0
235,14100,2025-06-07T17:02:35.933142,0.20336499297401767,0.0
236,14160,2025-06-07T17:03:35.933142,0.14909524797984827,0.0
237,14220,2025-06-07T17:04:35.933142,0.17206952175389953,0.0
238,14280,2025-06-07T17:05:35.933142,0.1353257581946544,0.0
239,14340,2025-06-07T17:06:35.933142,0.2803253414930365,0.0
240,14400,2025-06-07T17:07:35.933142,0.162169349189979,0.0
241,14460,2025-06-07T17:08:35.933142,0.06287272152987225,0.0
242,14520,2025-06-07T17:09:35.933142,0.1989801061473163,0.0
243,14580,2025-06-07T17:10:35.933142,0.17899915227194402,0.0
244,14640,2025-06-07T17:11:35.933142,0.1488599834479655,0.0
245,14700,2025-06-07T17:12:35.933142,0.17639426006577874,0.0
246,14760,2025-06-07T17:13:35.933142,0.18499821162983868,0.0
247,14820,2025-06-07T17:14:35.933142,0.15820807018048155,0.0
248,14880,2025-06-07T17:15:35.933142,0.1762386728292016,0.0
249,14940,2025-06-07T17:16:35.933142,0.08036949274071972,0.0
250,15000,2025-06-07T17:17:35.933142,0.27601254043460577,0.0
251,15060,2025-06-07T17:18:35.933142,0.09094827300004471,0.0
252,15120,2025-06-07T17:19:35.933142,0.1467091623593797,0.0
253,15180,2025-06-07T17:20:35.933142,0.10369334004353933,0.0
254,15240,2025-06-07T17:21:35.933142,0.0288359309639072,0.0
255,15300,2025-06-07T17:22:35.933142,0.1665421525112937,0.0
