sample_id,start_time,end_time,peak_time,peak_flux,energy,param_5,param_6,param_7,param_8,param_9,param_10,param_11,param_12,param_13,param_14,param_15,param_16,param_17,param_18,param_19,param_20,param_21,param_22,param_23,param_24
10,0.4349783353828839,0.4878543479820003,0.04306328671279089,0.1521644529846538,0.004223064387551612,0.746679812141495,0.5881096528564504,0.031933205933241095,0.18534925617617304,0.019694583709143024,0.744522673207229,0.30942083042106,0.09355108538753423,0.07725307444842956,0.08780502219805292,0.8392659030589968,0.493073652073423,0.09075212862459894,0.1078423577943531,0.02289362363004928,0.0,0.0,0.0,0.0,0.0
11,0.646354337779198,0.2393589874274279,0.07655561667812144,0.10153690066104061,0.007034152127544657,0.3845347191176946,0.7366489792511064,0.08675327481895981,0.25796232203718217,0.030715915496112446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.5567503501748556,0.4454190086008346,0.04977730799589608,0.2998388015863696,0.03575278680537989,0.2536493132467329,0.5406777624487219,0.03251119264645459,0.08069410077836296,0.04121096291464298,0.3326379794731992,0.3578363685683637,0.03380784910400348,0.27239263655632534,0.05894536850308753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.3104709290273875,0.21862431143812355,0.08920316864192339,0.17592854499592808,0.09023520425940858,0.4744453096711098,0.21961298226522188,0.043650590387641346,0.12993938620861734,0.04245482154929801,0.4504484003412057,0.7903012186277261,0.03715092337600991,0.09686772072217024,0.08885569006780708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.7830094149778615,0.6062740287710445,0.07807980499621214,0.06845695459846644,0.07856977468232755,0.3658784714252404,0.22301771538461473,0.08905013811259066,0.2729354862342627,0.04292835698434259,0.9587492435215847,0.3208181696048006,0.07085582694223373,0.2622701664356601,0.03876961140303417,0.7845646771751635,0.254676583283845,0.017059446482899195,0.18449103616297996,0.04142983677816077,0.23171510682513824,0.745140527341134,0.06301677275750653,0.1763548620984033,0.09627486470336993
15,0.584403458206048,0.324497865461867,0.03910681941874087,0.12828113229274224,0.08901045773861536,0.3609038591358411,0.3216764333493304,0.020715487558822958,0.11677876845998762,0.04248980930574606,0.4494447536857331,0.5701186391070538,0.07237388339698035,0.27656596882653406,0.01475720016436135,0.6354974663111392,0.27299659295642664,0.08181171872422255,0.15557268770015642,0.07178022422859785,0.20727724009575504,0.4287998116012933,0.045085389612508193,0.20620037183137285,0.02643487928985999
16,0.7172304623482535,0.43390818176919566,0.07856408574820752,0.18166287791436808,0.048243191970876786,0.3497235888852962,0.6999809212205133,0.013841707963344562,0.20970235844106516,0.09166248654598,0.8157623038523576,0.5980234633885853,0.024275104893121242,0.2813469403127052,0.07334088570579159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.45285786104657133,0.47546240207171925,0.0285819858123159,0.2648496500054447,0.017154436569305775,0.8209958146880771,0.5514072934204738,0.01549196626688108,0.23743944223865787,0.034319165516792996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.9747417989994702,0.5107153648786713,0.026497098398248195,0.24625666337256952,0.07811845952577112,0.6010080029157718,0.7072244962276311,0.09519600579713516,0.13321829189083506,0.08564250501278395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.9869862241206668,0.35798683893074257,0.07060540094706388,0.08164428569488304,0.08921449072564475,0.7888767767919311,0.43422196192407303,0.01575536907855608,0.0883315752510427,0.0637589262510741,0.3474181824922649,0.26722136006613706,0.031199040309705516,0.2700850322078962,0.015169124253415057,0.8244598184081713,0.24639530404194196,0.09801307497949359,0.0607566683395714,0.008688800180073508,0.2762131306900383,0.6986641906162561,0.07142912056677328,0.2366539517536665,0.06385342892837291
20,0.9602318677865511,0.5556746663549357,0.02148361258549515,0.22194185318145448,0.02725338540693293,0.5266980064661964,0.58675573644728,0.08311797765364852,0.17123377186339062,0.023925852334785502,0.8116580312430413,0.4049818386273417,0.05810436840073582,0.09853667048404914,0.017612719328821826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.8068220120748892,0.5562255988387239,0.048173189121148034,0.2582500156611239,0.07996177690796599,0.4027089497207157,0.33163129750229636,0.07467758390741751,0.1759284907617868,0.0002706069243939902,0.722581367438359,0.6409779446268519,0.07406352054022304,0.16016761018653414,0.06542101499485485,0.7557699981418575,0.694555479073387,0.07356729441876103,0.2585908319335747,0.0712930236060998,0.0,0.0,0.0,0.0,0.0
22,0.3855086330120472,0.6227760660534862,0.043249663108544625,0.24923132300039252,0.06446753570182233,0.2642207491466863,0.3370890634867198,0.06454947007699734,0.07289727317969537,0.015265078982603986,0.45927095030108805,0.7100497416114595,0.014716126062081085,0.13799902614899623,0.05562697036606267,0.8416737417652898,0.42106952636994016,0.03132171309817634,0.10296702758313768,0.02829327433066713,0.4971304148721829,0.3438436996758876,0.03417236987996111,0.29135811266712275,0.08605365094941592
23,0.6835518107255123,0.640994057493214,0.07158975258225991,0.062160543962364964,0.0027255115148953958,0.9672880091911127,0.21327485669892332,0.07042960426255286,0.2200271192786405,0.08393555876799706,0.4354414551551541,0.6187691662028207,0.014855924287602778,0.06320505648495213,0.004101572507389429,0.887860665948107,0.276537245713462,0.03186041478443305,0.16677604347078245,0.061748356764592505,0.0,0.0,0.0,0.0,0.0
24,0.8047994672542333,0.730461812022213,0.017334704126207027,0.2615145016050505,0.05334441295272446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.45030200747325266,0.5963503180152725,0.06558662972420133,0.21815008481123666,0.09389526258881278,0.32384653652764855,0.29670442088402826,0.05876181938069782,0.2072217235438869,0.0015746266615974003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.5906948511624892,0.45696637388051276,0.08328499420229145,0.06495085280170028,0.053430277629735325,0.8242707148009178,0.5280734026545392,0.029263947102650636,0.17129759254096955,0.07970786489300725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.6043985003542407,0.6399778209026707,0.0763138176552103,0.2354961542178891,0.02164740386500995,0.48505364917732763,0.5505698401157371,0.034898991938032475,0.2945417610490283,0.06281773332626173,0.365608276967176,0.5000555573281047,0.07271323810025576,0.07655619775259566,0.02687776590323898,0.7798665978668027,0.5184031098710375,0.09537918944684817,0.1597439908807744,0.09328170376501943,0.3698400528430352,0.2413251364947248,0.045429565809675186,0.17810678500454719,0.028136508888516355
28,0.5112413046483024,0.6309932685459296,0.06359280214484134,0.19946859764192776,0.09042629787421186,0.6287424434161518,0.5997601893007222,0.08316899954937322,0.24267510311115004,0.03142017748992922,0.47262050409608847,0.7935443275681691,0.09212333621028093,0.12984582862038557,0.0653795729160787,0.6513149966838636,0.718922368298403,0.01887195010478589,0.2799680102630168,0.006006911432969376,0.6538056817027652,0.5993374819670292,0.05464621853919047,0.2651767029051467,0.024397990589198316
29,0.27456175397908533,0.24271599408331754,0.019866550613578768,0.10252441046743112,0.08926454015412298,0.5516163012695299,0.28062678082390313,0.04180316957776381,0.12844517207195133,0.022021336262117643,0.5747886839441874,0.2874996109802589,0.036788196034047774,0.08797852784262623,0.0010488748653700642,0.7380612105214082,0.7547610091797636,0.04278783889215376,0.27736415596177455,0.06724987601734296,0.0,0.0,0.0,0.0,0.0
30,0.9155574562990194,0.7197781666834713,0.0542593446072329,0.20053502297827375,0.010150036484247327,0.3722357369411322,0.2784286767073411,0.07294993177983831,0.07918049091477734,0.058752423735681784,0.8870458945250996,0.31827358717741044,0.035667918166843685,0.16841671240841316,0.004786905276963205,0.5256248923735294,0.4830758606856002,0.024840753799005005,0.19009625088352122,0.018696073099196863,0.0,0.0,0.0,0.0,0.0
31,0.776877116865021,0.7848746317810318,0.05951311843312864,0.09981709308008167,0.0033149909039809746,0.607015098329308,0.501266312119907,0.03136049994744352,0.21372983097616138,0.023772574610873367,0.5162555863313714,0.7132315922668282,0.05189251484611837,0.13048468395412183,0.0488111023630389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.6541562353068844,0.7618590047323139,0.04214594028725428,0.18497955075956618,0.08738393180889091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.9335196263460814,0.3504520929240903,0.021331192107604605,0.09851538717147852,0.08741685390670134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.2934046985159673,0.49347207870793913,0.054199975025462054,0.28263718862584636,0.038078264181217694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.2839874364675936,0.7521452143072906,0.02030946851963484,0.20162545522625003,0.07033990559892933,0.28959919524939626,0.4104665283899015,0.0736721946276625,0.20340166507822383,0.0005842176302315094,0.578286628499281,0.4944316275065837,0.0558331745374492,0.2775411141328581,0.08969245805816538,0.9819802985155677,0.3943813908311016,0.04654442465465328,0.26819574459966566,0.02327757978654379,0.0,0.0,0.0,0.0,0.0
36,0.9109625899739415,0.7110069296096606,0.033081905288686625,0.05110173301470515,0.06298726705923328,0.22622532707493612,0.47540644808963495,0.08073920702523117,0.24977330714620471,0.08998884741191465,0.8181328904429517,0.7839410949771441,0.010503963145863672,0.2344240108212351,0.07912652390105022,0.2863279709894479,0.46410494643549177,0.030207412133463354,0.2273608573037582,0.03229273003836981,0.0,0.0,0.0,0.0,0.0
37,0.8886894243289982,0.3475918212515941,0.0265953745994936,0.11472983891268358,0.061978564516393664,0.28989448818297964,0.2120339608366586,0.09052822713564905,0.08856496568875515,0.08730611810565232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.26975922231882343,0.20441817535022858,0.05647116604361377,0.09034977535962012,0.08431138722002443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.9986303570905879,0.2140890531142362,0.08677346855016975,0.2698875889198262,0.09086221049169967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.6875361670368321,0.5307160435042462,0.06893944383081463,0.28647551697043006,0.041542766358495235,0.4459899062278753,0.25625680450490385,0.05853662150305074,0.09412439840040436,0.012637501987876299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.4243108785170484,0.7545781474286348,0.05053031145861383,0.2663990243722827,0.0661840504218563,0.650593564122989,0.3141747036150969,0.05458961858011668,0.06570254792741832,0.0707965123468664,0.7119033376799124,0.4609325804918121,0.09046681434635512,0.07404508615490972,0.03116772870606639,0.588853673058936,0.30143914345763156,0.08879213379855662,0.08118046907015207,0.011670385788799654,0.6137000174699275,0.34040388071148575,0.05937754101366315,0.05556980534705401,0.03157423392784037
42,0.9209718727332519,0.20069984763220355,0.08755165102170225,0.25958407631409874,0.03647205950833626,0.532434568923154,0.37058127387885187,0.040150507967846555,0.2676977416340006,0.0057384823650769475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.540475419635226,0.35285620952629226,0.08096294442839835,0.2329303232216418,0.03450565328779381,0.34924653947280293,0.40153423808881916,0.09821717535747092,0.1477541381996667,0.04870588139926714,0.8384085218269963,0.6530152190367493,0.038609848203624536,0.17091430908772626,0.09120795145352234,0.6051548099547827,0.29442113596665215,0.07317184735535376,0.26943196495673943,0.0976972161391037,0.0,0.0,0.0,0.0,0.0
44,0.8037518393429608,0.41690177999881795,0.025726499392048623,0.2769946973351105,0.01440519808578037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.26366133867713204,0.2895440996341149,0.0330890508294307,0.22846299713218687,0.0604179195566432,0.8345922241282315,0.32821802035996905,0.059902601859342174,0.11902463048768329,0.07352682855489612,0.34118591490551636,0.6013321104254703,0.060009238120700116,0.2232763554879263,0.08426408995559422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.580475065981302,0.60820651166927,0.017083340176049518,0.15102370544897298,0.05379618167935302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.5801652305427273,0.7835656426395579,0.04753140247592332,0.15307531180930745,0.0015028382071002211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.3662201118419619,0.36760010651889696,0.08181515120157569,0.2161680110222619,0.018038602188643817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.5318568858707582,0.3730058439796501,0.04070437354236603,0.2774246374943401,0.06403303048625762,0.2966286593033434,0.2722723632765958,0.07560605239519856,0.1512624646086866,0.07819454914855813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.2810831724565439,0.23389057633716615,0.052528594373261496,0.2689025982669425,0.04378323764665587,0.5195316766269176,0.39366789435950356,0.06505938427172361,0.1259601825139941,0.007475082498786367,0.8920949855241713,0.42446570305122966,0.07171808402371016,0.06996293330918212,0.0855696928944654,0.7319466856446344,0.45948276365226776,0.04367157021247173,0.09147222372596107,0.013686912711626253,0.0,0.0,0.0,0.0,0.0
51,0.49198604066144924,0.630920383588252,0.051309739117703576,0.06314634218417557,0.04558679027581258,0.8581853951080822,0.2863240405156824,0.01958988778220654,0.2626963828574447,0.0006476940210594196,0.6968175295292602,0.3067603607240205,0.09064299897390818,0.15984938874821375,0.04613543148888621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.4379271030064027,0.6541070458705527,0.058264834367343254,0.2842514038058157,0.07070791459550382,0.2755841602602198,0.32383147194880607,0.07039903558613887,0.05118650296659981,0.04571595529619225,0.5753504275633856,0.751289578952486,0.0780297127963189,0.27874397551930385,0.038906454909035874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.9170856551066977,0.6288209454516178,0.07425646082041677,0.27239114997260744,0.07801980929124783,0.39518378101337376,0.5839264971972062,0.07667833051764773,0.08619943862323808,0.0729468329651495,0.5848242436602182,0.7290155048901308,0.05343212753828937,0.12024618435312982,0.011968471504765888,0.3524944010711365,0.3421861814046886,0.048332356901775494,0.2143233426417232,0.045423183010717474,0.0,0.0,0.0,0.0,0.0
54,0.7361003664096291,0.3431909222101569,0.011159113207506339,0.06761688654335728,0.040942548769364207,0.20961319068802162,0.30580016309252833,0.0600498771818581,0.20658647545678327,0.014302949781731822,0.3235863308805576,0.5273063007468397,0.04491942232494136,0.11205886727232185,0.05563454011953918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.670668737645595,0.7915423534843502,0.0568021169903736,0.16718997889888454,0.09860710591860761,0.6737532206943564,0.7681434784830035,0.05224588692849362,0.26769960769968354,0.0932525993128906,0.5844399406213312,0.22053884200034646,0.061065698851021886,0.11825600216255501,0.07384399420009735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.5927558158906555,0.39707948756964406,0.08224658718278656,0.28246278653961765,0.09281980170307957,0.3751423726956873,0.5110674968359903,0.07236138015550724,0.07054228581642745,0.016083814675626928,0.5926495872831007,0.29049909845129585,0.0985676908222462,0.2562727153072632,0.08701459395520081,0.7799877550986425,0.34649959824968424,0.02206205264704704,0.10730911347829665,0.07846199587169184,0.2605311765622654,0.4962125952514632,0.08173654491941683,0.17066672800483002,0.05364026799862514
57,0.39854387018031273,0.4661146491374678,0.017636379250383326,0.23218451793915196,0.06373431697933345,0.387697647624766,0.6098842540196605,0.06649006545341443,0.1363865832135785,0.09861030550432401,0.4352159759105583,0.7560755061202644,0.09293385731890139,0.05310316279518225,0.023719122887790323,0.31977703451174055,0.32920299176810774,0.05357786923367806,0.22757494372244946,0.034394643720311646,0.6001577288912796,0.31578236265011583,0.09511723595925892,0.2723156598193756,0.03781153871225025
58,0.9023946469996997,0.5560021851416589,0.09837767122526826,0.08483437808342471,0.04760805090205355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.4594695789862175,0.2165578293471476,0.023322930850763337,0.07584764596966233,0.060278778399453926,0.7498713518028912,0.2588011646180411,0.0974338748756666,0.10426543337927653,0.08288064138815436,0.4363641361170214,0.7498745871534147,0.04429768983532207,0.18546517961843895,0.00588252960780763,0.6916657197383693,0.29710790436461665,0.036334612093211816,0.284626314797467,0.060787032619866226,0.0,0.0,0.0,0.0,0.0
60,0.8292528829831389,0.6249495075103048,0.08730609164004124,0.26444810967710647,0.09364174927463076,0.8098760438098431,0.569039117302526,0.039482919871174624,0.07806402331549021,0.03692873973571187,0.23655264820036523,0.5243964040539588,0.024605565155667614,0.2440407247764662,0.048901505008856705,0.6986198131482597,0.30964497819034675,0.07920414914678549,0.245267802340619,0.0568349109870833,0.0,0.0,0.0,0.0,0.0
61,0.37686341160575965,0.6285555785041934,0.06719062579975842,0.10993257230384874,0.008521247321850967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,0.5186084257257582,0.6504715568219139,0.02714287007054942,0.1843796902093613,0.09536165462630042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0.9633955288766765,0.3585969567948548,0.08680031624972062,0.14204093839912468,0.010009165695389977,0.8232350600700655,0.20958077192059912,0.04511104887362332,0.10147569801381308,0.08838413110868966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0.5912157269080851,0.4354188102076867,0.01977292404260926,0.12822917725827082,0.004276106595673723,0.5671995580804448,0.6470085578842164,0.02344115534084564,0.13029151238508407,0.07606532317236238,0.6772651991426067,0.4880280790089933,0.06613824710841837,0.171047602696705,0.005195345846320632,0.6610246343168412,0.6402359120495456,0.0798586175290794,0.23839947736155614,0.013256099672366184,0.0,0.0,0.0,0.0,0.0
65,0.41902669961745276,0.6305178703491117,0.08185574368234108,0.14039948609437441,0.002294497625491243,0.4910806627057455,0.2806625537624536,0.08290547487889428,0.17485082630059257,0.046493975715582274,0.9774331998650025,0.7041571157238908,0.09998491944331332,0.25046419457209285,0.0970639346469773,0.32367707076523955,0.7593897347855116,0.09934101781866034,0.2556650824573157,0.07199256413042338,0.30353517995649915,0.4608169005521438,0.07525625264581955,0.26155044443248027,0.08604663797056437
66,0.4071722647442192,0.3371477180432926,0.028916064829108218,0.09459697600323617,0.05995648803305198,0.8477561948941243,0.7244241403116436,0.05778496581081215,0.25157024186769794,0.07408322401536117,0.37925477480240943,0.5794354793890896,0.021178087795745763,0.29707937442478843,0.023872620937745503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0.2841752196226461,0.2450813336515384,0.02064495302880586,0.17129687799636112,0.09705216117835978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.3995887522915834,0.538254511768981,0.0717839628202866,0.2702617381787656,0.07325996444240225,0.9179752844808473,0.6037634686394163,0.012280094315365817,0.29422480440819504,0.04592629315993473,0.5449855948909796,0.7923580489936997,0.03951581487609192,0.1700853421890392,0.00731599522874531,0.6839410815337692,0.6419273661037365,0.08955033732447747,0.21897629644637723,0.015233044981048239,0.42294348895247236,0.5363017456491592,0.020513591438238513,0.15399719388040006,0.09289124756523956
69,0.6692949983950226,0.4254556307607208,0.045471838967131153,0.08968996450058618,0.08886883979782978,0.5646440730583819,0.3897767620073462,0.0783380118687301,0.11504033448010444,0.09890629509744295,0.8306304514603824,0.4142898523261096,0.029887410033086183,0.16775468724506026,0.03328844701771635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.21034388216405936,0.7125221527580365,0.06337446484731239,0.15076752683683403,0.08316243680557348,0.27836915903594833,0.41921324742844013,0.09754295803336252,0.21938074210281794,0.057081706431931105,0.817341034807274,0.5153132372394664,0.07361244156636079,0.29204473601429043,0.009224992952322375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.3865054344634926,0.6163193716176603,0.03749148329934967,0.1663358094572681,0.07469118758386362,0.9966053325472874,0.2960409575214988,0.014881207474027701,0.1873823336595435,0.014560792983440363,0.4705016190588893,0.48349271934200133,0.03466496610538406,0.23466734298418368,0.018510903599393513,0.6719416785623935,0.5106651919905709,0.041560396874272695,0.07090063653190314,0.08893342141678705,0.8557862702046541,0.5136361707782924,0.036436275779677334,0.10128619567935308,0.09087653596702198
72,0.5826993874272712,0.5185610169463483,0.013160335483656154,0.19467541048709863,0.09475964558586507,0.28928069018277763,0.2619526218467505,0.03245206030025716,0.05318167750260748,0.04259389657990192,0.573492256493481,0.554174846298521,0.0987053265744123,0.1916188565164163,0.07674028081242067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.6832048780530237,0.5304928903012855,0.03490779212331537,0.17216922368583487,0.003414439524037161,0.9016485265914456,0.7069313338454737,0.07453255675855017,0.08001933386957448,0.0068198866117260455,0.9236463079233661,0.7015968558901349,0.026896414775506743,0.13028185602294357,0.08723374988906779,0.9160048337303535,0.495755446587047,0.05675385209213943,0.25933314928558626,0.03790812337680527,0.0,0.0,0.0,0.0,0.0
74,0.4211871881840674,0.7545578357818188,0.06135964932505162,0.12103445295426458,0.03326125428293636,0.5618094072045824,0.6511338073092867,0.06002460775637687,0.05776038137240934,0.007221721056888009,0.901808257878288,0.48871362575810184,0.08287926386469152,0.10873907833608655,0.07164669753618691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.5548465375818128,0.37895690360432877,0.07150042364156103,0.08543377513758797,0.08057008822465117,0.6862743497529326,0.5319386269588008,0.08847972477779209,0.08393332320979167,0.024517251294875086,0.48830912310054553,0.7341773145343222,0.045571088708737224,0.18144722988755274,0.07170691399579923,0.6541560979583585,0.6824816949209986,0.04189917891657955,0.24963850596190235,0.08360445561680933,0.0,0.0,0.0,0.0,0.0
